"SYMBOL 
","OPEN 
","HIGH 
","LOW 
","PREV. CLOSE 
","LTP 
","CHNG 
","%CHNG 
","VOLUME 
(shares)","VALUE 
 (₹ Crores)","52W H 
","52W L 
","30 D   %CHNG 
","365 D % CHNG 
 01-Sep-2023"
"BALKRISIND","2,984.95","3,100.00","2,970.60","2,972.70","3,074.00","101.30","3.41","3,52,228","107.80","3,375.00","2,193.80","-14.05","19.81"
"ROUTE","1,577.00","1,630.00","1,568.30","1,574.65","1,628.00","53.35","3.39","3,05,398","48.77","1,942.45","1,386.05","-1.54","1.76"
"ENGINERSIN","206.74","215.90","204.80","205.07","212.00","6.93","3.38","64,97,973","136.86","303.90","116.45","-14.24","37.88"
"GRANULES","669.80","696.65","668.20","666.85","689.35","22.50","3.37","26,89,534","184.22","721.00","305.90","11.14","137.55"
"LAURUSLABS","495.90","518.00","494.75","490.95","507.00","16.05","3.27","93,29,478","474.77","518.00","349.40","5.16","18.59"
"AIAENG","4,248.80","4,396.00","4,248.80","4,237.40","4,374.95","137.55","3.25","28,955","12.58","4,949.95","3,340.05","-4.53","15.97"
"RRKABEL","1,530.75","1,586.80","1,530.75","1,528.55","1,578.00","49.45","3.24","2,40,925","37.65","1,901.95","1,136.80","-5.68","-"
"ZFCVINDIA","16,409.55","16,944.00","16,409.55","16,346.85","16,875.00","528.15","3.23","19,850","33.33","18,250.00","12,975.00","-4.46","5.13"
"EIHOTEL","381.25","393.80","380.70","381.25","393.50","12.25","3.21","6,86,563","26.72","502.20","205.55","-8.38","40.53"
"AJANTPHARM","3,299.00","3,473.70","3,299.00","3,297.00","3,402.50","105.50","3.20","3,78,239","129.08","3,473.70","1,650.05","14.67","88.76"
"CYIENT","1,982.55","2,041.50","1,973.90","1,959.75","2,022.00","62.25","3.18","6,50,633","131.14","2,458.95","1,542.10","11.71","15.65"
"BIKAJI","895.00","899.80","852.00","834.90","860.85","25.95","3.11","17,26,707","150.05","901.75","450.20","11.61","69.41"
"OFSS","11,300.00","11,449.80","11,030.00","10,922.45","11,260.00","337.55","3.09","3,59,537","404.52","11,575.00","3,868.80","5.77","165.67"
"NUVOCO","349.90","357.75","340.00","345.35","356.00","10.65","3.08","2,16,020","7.64","398.00","291.30","0.53","-1.45"
"GRINDWELL","2,434.20","2,500.00","2,411.00","2,425.05","2,499.40","74.35","3.07","35,537","8.71","2,960.00","1,875.20","-3.50","8.42"
"JIOFIN","343.95","359.75","340.85","341.70","352.15","10.45","3.06","6,09,20,830","2,146.91","394.70","204.25","-1.39","-"
"RAINBOW","1,302.00","1,316.25","1,271.00","1,277.45","1,316.25","38.80","3.04","1,26,980","16.60","1,649.00","992.95","6.63","20.16"
"ACI","705.00","723.90","705.00","700.80","722.00","21.20","3.03","3,12,099","22.36","837.70","510.05","-3.71","11.82"
"LTIM","6,205.65","6,400.00","6,177.30","6,146.60","6,332.00","185.40","3.02","9,29,755","587.97","6,442.00","4,513.55","11.73","16.08"
"EASEMYTRIP","42.46","42.79","41.73","41.36","42.60","1.24","3.00","2,78,03,718","117.55","54.00","37.00","-2.86","-2.65"
"INOXWIND","236.01","246.00","236.01","234.06","241.05","6.99","2.99","2,35,62,784","570.48","246.00","47.05","23.26","7.31"
"JSL","722.00","750.00","721.15","720.70","742.00","21.30","2.96","7,17,731","53.13","848.00","427.15","8.72","71.12"
"IPCALAB","1,410.55","1,448.15","1,410.55","1,403.75","1,444.95","41.20","2.93","3,32,545","47.80","1,460.00","878.00","6.49","59.74"
"MPHASIS","3,030.00","3,114.15","3,009.30","2,993.70","3,081.00","87.30","2.92","7,13,019","218.75","3,165.00","2,069.10","11.88","27.61"
"APLLTD","1,205.00","1,251.40","1,168.35","1,203.35","1,238.00","34.65","2.88","11,77,097","142.92","1,284.95","707.15","-14.94","37.46"
"IDEA","13.30","13.73","13.30","13.20","13.58","0.38","2.88","44,42,83,492","602.00","19.18","10.30","-2.98","56.40"
"CLEAN","1,548.00","1,584.40","1,536.50","1,536.25","1,579.90","43.65","2.84","2,91,767","45.68","1,690.00","1,243.00","-9.47","5.76"
"INDIAMART","3,076.50","3,142.80","3,034.30","3,039.05","3,124.20","85.15","2.80","4,82,916","150.17","3,247.50","2,230.00","7.58","-3.59"
"PCBL","478.80","494.00","478.15","476.25","489.50","13.25","2.78","37,98,234","184.51","519.50","158.30","29.72","185.16"
"BIOCON","382.00","389.80","378.25","377.60","388.00","10.40","2.75","94,73,666","362.78","394.70","217.50","0.84","37.69"
"RAYMOND","1,920.00","1,994.00","1,919.00","1,911.05","1,963.00","51.95","2.72","3,05,501","59.77","3,496.00","1,487.60","0.28","-1.97"
"FDC","564.55","603.80","562.00","562.75","577.95","15.20","2.70","18,62,012","109.97","603.80","343.30","6.80","42.78"
"CONCORDBIO","1,860.00","1,920.00","1,843.35","1,854.40","1,904.00","49.60","2.67","2,58,849","48.38","1,920.00","958.70","5.48","71.56"
"SWANENERGY","618.40","640.25","617.75","615.75","631.90","16.15","2.62","14,44,502","91.09","782.25","273.05","-5.94","121.23"
"JYOTHYLAB","546.95","565.80","542.25","547.65","562.00","14.35","2.62","4,29,118","23.83","593.45","333.00","4.08","47.67"
"MAHSEAMLES","650.05","674.20","650.05","648.10","665.00","16.90","2.61","2,61,215","17.32","1,097.00","542.50","5.12","20.18"
"NATIONALUM","172.15","177.25","171.75","171.15","175.58","4.43","2.59","86,20,938","150.80","209.00","88.60","-1.41","85.66"
"SAFARI","2,439.00","2,517.00","2,426.00","2,427.90","2,490.00","62.10","2.56","39,101","9.63","2,573.90","1,648.60","15.31","-32.56"
"VGUARD","459.65","472.00","459.00","457.40","468.95","11.55","2.53","3,29,168","15.34","577.45","281.00","-0.36","46.06"
"FORTIS","553.00","564.00","547.85","546.25","560.00","13.75","2.52","11,76,616","65.94","569.90","313.80","9.12","70.10"
"FACT","977.00","1,008.00","977.00","974.20","998.50","24.30","2.49","2,91,991","29.14","1,187.00","481.50","-1.58","110.00"
"FINPIPE","308.10","315.00","307.10","307.20","314.85","7.65","2.49","6,59,725","20.44","355.90","185.80","0.45","25.72"
"CARBORUNIV","1,501.10","1,537.95","1,495.15","1,493.60","1,530.35","36.75","2.46","69,193","10.49","1,841.15","1,025.60","-8.47","34.18"
"APARINDS","9,100.85","9,343.15","9,100.85","9,076.90","9,295.90","219.00","2.41","1,05,254","97.59","9,659.90","4,545.65","6.28","84.84"
"MEDANTA","1,112.00","1,135.20","1,104.30","1,102.40","1,128.95","26.55","2.41","5,16,514","58.05","1,513.90","675.00","-6.23","60.55"
"CCL","752.50","774.00","745.20","747.05","765.00","17.95","2.40","4,84,188","36.85","855.00","551.60","10.87","19.21"
"UPL","609.90","620.00","605.25","604.40","618.90","14.50","2.40","16,38,324","100.86","639.05","447.80","11.30","-0.77"
"UTIAMC","1,273.00","1,298.45","1,266.00","1,263.70","1,294.00","30.30","2.40","2,25,630","29.04","1,319.00","741.00","10.75","53.55"
"RADICO","1,981.00","2,051.90","1,981.00","1,977.60","2,025.00","47.40","2.40","6,01,001","122.06","2,069.00","1,141.25","13.83","54.44"
"NTPC","390.10","399.40","389.75","389.85","399.15","9.30","2.39","1,58,52,309","624.69","426.30","227.75","-0.83","80.41"
"BANDHANBNK","197.50","201.09","196.50","195.41","200.02","4.61","2.36","78,24,925","156.00","263.10","169.15","-5.75","-14.80"
"GMDCLTD","365.50","375.00","362.60","363.75","372.30","8.55","2.35","14,58,696","53.88","506.00","256.20","-6.65","48.03"
"NCC","311.95","318.65","311.55","310.35","317.60","7.25","2.34","24,16,222","76.19","364.50","136.55","-7.29","86.63"
"MAHLIFE","550.00","560.45","547.15","546.30","559.00","12.70","2.32","1,62,356","9.02","678.80","475.00","-5.04","0.10"
"BSOFT","628.25","648.20","628.20","625.10","639.60","14.50","2.32","39,48,557","251.82","861.85","472.40","10.77","26.91"
"ELECON","625.60","637.00","620.00","622.65","637.00","14.35","2.30","2,20,426","13.84","716.75","346.08","2.14","-30.98"
"MRPL","190.00","195.65","190.00","189.76","194.00","4.24","2.23","17,05,369","32.91","289.25","85.40","-4.86","115.23"
"BHARTIARTL","1,545.15","1,586.00","1,545.15","1,542.65","1,577.10","34.45","2.23","61,63,457","968.57","1,608.40","883.60","6.38","83.50"
"CELLO","903.50","910.00","897.40","890.15","910.00","19.85","2.23","84,847","7.69","1,025.00","711.20","-5.05","-"
"JSWENERGY","738.00","749.00","733.20","730.75","747.00","16.25","2.22","27,36,107","203.45","752.00","347.50","-1.51","100.75"
"KARURVYSYA","220.00","224.94","217.50","218.46","223.15","4.69","2.15","14,86,747","32.98","232.75","125.00","1.35","82.52"
"MMTC","94.37","96.93","94.37","94.19","96.20","2.01","2.13","38,08,121","36.55","131.80","49.70","-5.87","130.72"
"MASTEK","2,691.25","2,751.90","2,691.25","2,690.90","2,748.00","57.10","2.12","1,07,682","29.47","3,145.00","2,103.05","2.31","24.32"
"OLECTRA","1,546.70","1,587.40","1,544.00","1,530.65","1,562.90","32.25","2.11","3,81,952","59.78","2,221.95","1,018.00","-6.89","25.95"
"QUESS","815.25","834.45","812.85","807.00","824.00","17.00","2.11","4,07,295","33.59","852.15","400.35","13.06","83.46"
"JKPAPER","445.15","457.45","442.30","439.70","448.95","9.25","2.10","8,34,206","37.57","638.75","319.10","-7.74","24.82"
"PHOENIXLTD","3,524.90","3,612.00","3,524.05","3,497.80","3,570.00","72.20","2.06","1,96,083","70.14","4,137.00","1,728.05","8.55","103.79"
"SONACOMS","707.20","725.80","703.90","700.15","714.40","14.25","2.04","25,71,346","183.19","764.50","488.10","-0.85","15.38"
"WIPRO","516.80","528.00","514.00","514.85","525.25","10.40","2.02","51,43,636","268.46","579.90","375.05","7.22","29.31"
"LXCHEM","314.45","323.20","314.10","313.20","319.50","6.30","2.01","49,02,403","155.95","323.20","220.00","17.99","-0.02"
"MTARTECH","1,775.00","1,809.60","1,775.00","1,766.30","1,801.80","35.50","2.01","87,525","15.74","2,920.35","1,600.00","-2.03","-32.95"
"IOB","57.45","58.73","57.42","57.26","58.41","1.15","2.01","35,20,447","20.45","83.75","31.60","-6.87","101.89"
"HCLTECH","1,749.45","1,789.30","1,747.15","1,746.75","1,781.60","34.85","2.00","23,07,528","408.88","1,817.15","1,208.55","8.94","47.85"
"TECHM","1,592.00","1,613.70","1,578.50","1,579.20","1,610.65","31.45","1.99","25,41,973","406.53","1,665.00","1,098.15","8.54","33.26"
"CUMMINSIND","3,716.60","3,765.00","3,677.70","3,671.45","3,744.40","72.95","1.99","3,85,377","143.38","4,171.90","1,653.30","6.66","119.50"
"PERSISTENT","5,247.95","5,314.75","5,211.00","5,168.75","5,271.00","102.25","1.98","3,43,692","180.85","5,333.15","1,394.20","11.53","-6.72"
"ACE","1,265.00","1,278.00","1,243.00","1,235.65","1,260.05","24.40","1.97","2,75,400","34.63","1,695.00","644.35","-3.92","69.72"
"GMRINFRA","92.75","93.27","91.77","90.89","92.67","1.78","1.96","2,28,04,252","210.73","103.75","52.00","-3.59","50.09"
"CHALET","881.80","904.40","880.35","881.80","899.05","17.25","1.96","1,85,328","16.63","958.00","535.10","1.51","54.44"
"JINDALSTEL","950.00","973.45","949.60","945.80","964.25","18.45","1.95","19,05,394","182.74","1,097.00","581.60","1.43","38.41"
"LTTS","5,610.00","5,725.45","5,597.00","5,582.10","5,690.00","107.90","1.93","94,088","53.36","6,000.00","4,111.00","12.07","28.43"
"APTUS","316.20","324.80","315.60","316.20","322.25","6.05","1.91","4,36,835","14.06","392.00","265.00","3.58","22.19"
"POWERGRID","327.00","335.30","327.00","328.55","334.75","6.20","1.89","1,54,72,387","515.90","362.50","190.65","-5.82","33.78"
"BBTC","2,633.05","2,749.70","2,633.05","2,656.05","2,705.00","48.95","1.84","1,75,621","47.37","2,774.00","1,149.95","13.44","154.40"
"MAPMYINDIA","2,010.00","2,055.75","1,993.00","2,004.50","2,041.00","36.50","1.82","1,01,065","20.45","2,747.85","1,600.00","-8.08","20.90"
"RBLBANK","211.30","215.77","211.30","210.03","213.85","3.82","1.82","57,50,519","123.07","300.70","205.25","0.24","-4.45"
"KNRCON","345.00","350.00","340.05","341.75","347.95","6.20","1.81","6,67,984","23.05","415.40","236.75","-14.79","20.63"
"POLYMED","2,514.70","2,550.10","2,501.60","2,502.15","2,547.00","44.85","1.79","1,18,127","29.80","2,686.60","1,250.10","26.47","67.69"
"PVRINOX","1,576.95","1,610.75","1,570.10","1,566.45","1,594.10","27.65","1.77","6,40,762","102.41","1,868.80","1,204.20","2.97","-14.87"
"MOTILALOFS","735.00","749.50","727.05","727.30","740.00","12.70","1.75","9,24,149","68.29","806.45","210.33","9.55","-20.75"
"HAPPSTMNDS","802.10","814.80","802.10","797.70","811.60","13.90","1.74","4,44,063","35.97","970.00","741.00","0.78","-12.16"
"JSWINFRA","314.75","318.60","313.00","311.70","317.10","5.40","1.73","20,56,026","64.87","360.95","142.20","-0.40","-"
"HAVELLS","1,894.10","1,942.00","1,894.10","1,892.40","1,925.00","32.60","1.72","13,35,774","257.69","1,985.40","1,232.85","4.39","37.86"
"ASHOKLEY","244.65","249.80","244.40","243.90","248.10","4.20","1.72","49,97,115","123.68","264.65","157.55","2.52","39.22"
"RHIM","585.00","596.00","583.70","584.95","595.00","10.05","1.72","1,21,837","7.19","824.00","504.25","2.39","-13.82"
"RAILTEL","471.80","478.90","470.15","469.65","477.70","8.05","1.71","9,67,797","46.07","617.80","202.50","-2.15","102.98"
"HBLPOWER","604.40","616.70","604.10","601.80","612.00","10.20","1.69","9,00,997","55.02","724.00","233.90","3.50","127.78"
"IRCON","241.40","245.25","241.10","240.50","244.55","4.05","1.68","24,40,527","59.46","351.60","127.25","-8.71","119.97"
"PIIND","4,610.05","4,701.00","4,610.05","4,617.25","4,694.80","77.55","1.68","3,55,228","165.76","4,701.00","3,220.00","5.06","24.15"
"BORORENEW","498.90","506.85","494.75","495.15","503.45","8.30","1.68","3,37,237","16.91","669.35","391.05","-6.89","15.59"
"SUNTECK","576.30","586.35","575.00","570.60","580.10","9.50","1.66","2,21,852","12.91","699.00","378.40","-2.33","56.91"
"ESCORTS","3,700.00","3,754.45","3,690.05","3,684.40","3,745.50","61.10","1.66","1,47,781","55.02","4,409.55","2,648.40","-1.31","22.97"
"TV18BRDCST","48.34","49.17","48.01","48.05","48.84","0.79","1.64","74,03,409","35.99","68.70","38.65","12.40","4.44"
"BAJAJ-AUTO","10,793.40","11,035.70","10,780.05","10,847.60","11,024.95","177.35","1.63","4,66,892","509.63","11,154.10","4,762.60","13.26","133.30"
"BEL","282.50","288.35","282.30","281.55","286.15","4.60","1.63","1,99,82,334","570.58","340.50","127.00","-1.20","117.12"
"INDIGOPNTS","1,486.00","1,504.40","1,477.30","1,479.05","1,502.90","23.85","1.61","7,97,637","119.17","1,605.00","1,250.00","-2.06","-8.38"
"TRIDENT","36.50","37.05","36.49","36.38","36.96","0.58","1.59","45,79,394","16.85","52.90","32.40","-3.22","-6.62"
"INTELLECT","990.30","1,003.95","983.35","984.35","1,000.00","15.65","1.59","1,47,841","14.67","1,199.00","625.00","4.95","35.46"
"IGL","534.50","541.20","533.20","532.05","540.50","8.45","1.59","7,19,321","38.70","570.35","375.70","2.73","18.36"
"JBMA","1,902.00","1,938.50","1,901.05","1,902.05","1,932.00","29.95","1.57","55,223","10.61","2,428.35","1,113.35","-1.58","25.21"
"RCF","187.75","192.68","187.74","186.98","189.90","2.92","1.56","16,94,113","32.22","245.00","117.60","-5.00","65.22"
"GLAND","1,911.50","1,962.00","1,909.05","1,898.65","1,928.00","29.35","1.55","1,81,780","35.29","2,220.95","1,475.05","-13.55","3.98"
"DELHIVERY","409.95","417.60","409.90","408.85","415.15","6.30","1.54","8,83,505","36.59","488.00","354.20","0.77","-4.30"
"TMB","481.95","485.40","478.30","477.65","485.00","7.35","1.54","2,24,107","10.83","611.35","438.05","4.41","-13.91"
"ASTRAL","1,925.95","1,952.00","1,917.00","1,916.55","1,946.00","29.45","1.54","3,52,805","68.42","2,454.00","1,740.00","-9.91","0.43"
"THERMAX","4,318.00","4,390.00","4,295.30","4,323.65","4,389.90","66.25","1.53","53,151","23.16","5,839.95","2,500.25","-12.27","56.16"
"UCOBANK","48.71","49.50","48.71","48.48","49.22","0.74","1.53","32,53,890","15.99","70.65","32.70","-7.54","63.53"
"APLAPOLLO","1,419.45","1,429.40","1,409.00","1,398.50","1,419.70","21.20","1.52","2,60,809","36.98","1,788.35","1,305.00","-0.71","-15.46"
"TTML","91.50","93.38","91.35","91.24","92.61","1.37","1.50","64,20,885","59.38","111.40","65.05","-0.87","6.05"
"ZOMATO","265.85","270.30","259.55","263.20","267.15","3.95","1.50","6,86,58,961","1,823.31","280.90","96.50","-4.50","157.75"
"BDL","1,243.50","1,265.00","1,241.15","1,237.15","1,255.45","18.30","1.48","4,78,441","59.98","1,794.70","450.00","-8.19","13.94"
"KSB","868.00","889.25","866.70","866.70","879.50","12.80","1.48","1,12,109","9.88","1,060.00","525.20","-2.02","-66.15"
"HINDCOPPER","311.00","316.60","311.00","308.95","313.50","4.55","1.47","31,80,344","99.83","415.80","135.65","7.22","99.01"
"CASTROLIND","259.20","266.65","257.40","256.20","259.95","3.75","1.46","53,43,526","139.78","284.40","132.40","1.79","85.20"
"NMDC","207.80","212.20","207.80","207.67","210.70","3.03","1.46","69,75,219","146.71","286.35","135.65","-5.62","70.62"
"COALINDIA","487.30","492.00","481.80","484.45","491.50","7.05","1.46","98,09,547","478.25","543.55","269.00","0.09","121.59"
"GPPL","225.90","229.29","223.98","224.44","227.69","3.25","1.45","12,31,577","27.94","250.69","116.25","-0.76","73.54"
"SAMMAANCAP","160.70","163.80","160.70","160.19","162.50","2.31","1.44","31,75,642","51.60","234.80","131.65","-","-"
"WELCORP","689.20","693.00","673.00","680.80","690.50","9.70","1.42","6,98,439","47.96","750.00","351.95","8.57","109.21"
"RAJESHEXPO","292.10","294.20","291.15","290.10","294.20","4.10","1.41","2,19,857","6.43","533.00","261.00","-3.86","-41.42"
"MOTHERSON","188.30","190.39","185.90","187.36","190.00","2.64","1.41","1,02,89,172","193.73","208.88","86.80","1.05","99.67"
"J&KBANK","105.19","106.69","105.19","104.64","106.11","1.47","1.40","12,61,436","13.38","152.50","93.90","-6.04","23.61"
"VAIBHAVGBL","310.50","316.65","308.35","307.30","311.60","4.30","1.40","4,26,101","13.30","542.40","262.65","-2.71","-29.38"
"GLENMARK","1,713.00","1,746.85","1,713.00","1,704.20","1,727.95","23.75","1.39","10,51,257","181.85","1,750.50","722.10","20.01","128.75"
"CROMPTON","465.00","473.10","462.60","460.80","467.20","6.40","1.39","30,15,631","141.24","484.00","261.25","9.03","57.42"
"TITAGARH","1,376.55","1,400.00","1,376.50","1,374.00","1,393.00","19.00","1.38","3,00,110","41.75","1,896.95","681.00","-4.98","74.74"
"GAEL","142.13","144.23","140.41","140.41","142.35","1.94","1.38","9,61,219","13.60","210.60","125.00","3.96","-45.12"
"LEMONTREE","130.55","132.90","130.01","129.41","131.19","1.78","1.38","31,38,371","41.29","158.00","100.75","-8.36","24.45"
"JMFINANCIL","125.30","129.30","122.86","124.10","125.80","1.70","1.37","2,14,20,258","271.27","133.74","69.00","3.17","23.80"
"TCS","4,442.45","4,539.95","4,440.45","4,449.55","4,510.00","60.45","1.36","13,85,591","623.44","4,592.25","3,311.00","6.32","34.76"
"BOSCHLTD","33,105.70","33,950.00","33,100.00","33,105.70","33,555.00","449.30","1.36","90,744","305.08","36,678.00","18,600.00","-4.48","70.59"
"WELSPUNLIV","185.00","187.14","183.94","183.75","186.24","2.49","1.36","26,48,378","49.12","212.95","112.60","4.28","-"
"TATATECH","1,088.90","1,109.70","1,085.05","1,077.55","1,092.00","14.45","1.34","32,14,864","352.73","1,400.00","970.10","7.42","-"
"AXISBANK","1,178.90","1,190.85","1,173.35","1,170.85","1,186.55","15.70","1.34","87,23,854","1,034.44","1,339.65","951.40","1.24","18.57"
"MRF","1,34,850.00","1,36,359.90","1,34,255.65","1,33,979.30","1,35,774.95","1,795.65","1.34","5,084","68.90","1,51,445.00","1,06,405.00","-2.55","24.86"
"STLTECH","128.30","131.68","128.10","127.39","129.09","1.70","1.33","13,38,737","17.33","179.05","109.50","-4.54","-21.81"
"GSFC","227.25","230.34","226.50","226.07","229.05","2.98","1.32","10,45,156","23.85","322.25","163.30","-2.88","29.55"
"APOLLOTYRE","514.85","520.90","512.65","512.35","519.00","6.65","1.30","12,91,556","66.71","568.05","365.00","-8.15","28.11"
"MFSL","1,124.95","1,140.00","1,115.25","1,122.55","1,137.10","14.55","1.30","5,45,537","61.82","1,152.95","854.25","-2.74","14.68"
"KEI","4,352.80","4,499.95","4,350.55","4,355.55","4,412.00","56.45","1.30","1,75,514","77.58","5,039.70","2,321.10","8.56","71.92"
